"Freq","Cumul","relative","phastCons","Type","GeneSet"
34,94971,0.356602158289589,"0.218999996781349","exons","Universal"
56,95027,0.35681243006586,"0.219999998807907","exons","Universal"
47,95074,0.356988908163802,"0.221000000834465","exons","Universal"
49,95123,0.357172895968039,"0.222000002861023","exons","Universal"
67,95190,0.357424471128934,"0.223000004887581","exons","Universal"
37,95227,0.357563400695399,"0.224000006914139","exons","Universal"
48,95275,0.357743633646488,"0.224999994039536","exons","Universal"
53,95328,0.357942640863316,"0.225999996066093","exons","Universal"
39,95367,0.358089080136076,"0.226999998092651","exons","Universal"
47,95414,0.358265558234017,"0.228000000119209","exons","Universal"
32,95446,0.358385713534744,"0.229000002145767","exons","Universal"
60,95506,0.358611004723605,"0.230000004172325","exons","Universal"
42,95548,0.358768708555808,"0.231000006198883","exons","Universal"
70,95618,0.359031548276147,"0.23199999332428","exons","Universal"
43,95661,0.359193006961498,"0.232999995350838","exons","Universal"
41,95702,0.359346955940553,"0.233999997377396","exons","Universal"
38,95740,0.359489640360166,"0.234999999403954","exons","Universal"
52,95792,0.359684892723846,"0.236000001430511","exons","Universal"
39,95831,0.359831331996606,"0.237000003457069","exons","Universal"
37,95868,0.35997026156307,"0.238000005483627","exons","Universal"
60,95928,0.360195552751932,"0.238999992609024","exons","Universal"
33,95961,0.360319462905806,"0.239999994635582","exons","Universal"
55,96016,0.360525979828929,"0.24099999666214","exons","Universal"
38,96054,0.360668664248541,"0.241999998688698","exons","Universal"
39,96093,0.360815103521301,"0.243000000715256","exons","Universal"
40,96133,0.360965297647209,"0.244000002741814","exons","Universal"
40,96173,0.361115491773117,"0.245000004768372","exons","Universal"
61,96234,0.361344537815126,"0.24600000679493","exons","Universal"
67,96301,0.361596112976022,"0.246999993920326","exons","Universal"
34,96335,0.361723777983043,"0.247999995946884","exons","Universal"
55,96390,0.361930294906166,"0.248999997973442","exons","Universal"
64,96454,0.362170605507619,"0.25","exons","Universal"
42,96496,0.362328309339822,"0.250999987125397","exons","Universal"
48,96544,0.362508542290911,"0.252000004053116","exons","Universal"
40,96584,0.362658736416819,"0.252999991178513","exons","Universal"
37,96621,0.362797665983283,"0.254000008106232","exons","Universal"
59,96680,0.363019202318997,"0.254999995231628","exons","Universal"
37,96717,0.363158131885462,"0.256000012159348","exons","Universal"
35,96752,0.363289551745631,"0.256999999284744","exons","Universal"
45,96797,0.363458520137277,"0.257999986410141","exons","Universal"
45,96842,0.363627488528924,"0.25900000333786","exons","Universal"
50,96892,0.363815231186308,"0.259999990463257","exons","Universal"
34,96926,0.36394289619333,"0.261000007390976","exons","Universal"
39,96965,0.36408933546609,"0.261999994516373","exons","Universal"
36,97001,0.364224510179407,"0.263000011444092","exons","Universal"
52,97053,0.364419762543087,"0.263999998569489","exons","Universal"
48,97101,0.364599995494176,"0.264999985694885","exons","Universal"
40,97141,0.364750189620084,"0.266000002622604","exons","Universal"
54,97195,0.364952951690059,"0.266999989748001","exons","Universal"
42,97237,0.365110655522263,"0.26800000667572","exons","Universal"
46,97283,0.365283378767056,"0.268999993801117","exons","Universal"
32,97315,0.365403534067783,"0.270000010728836","exons","Universal"
33,97348,0.365527444221657,"0.270999997854233","exons","Universal"
43,97391,0.365688902907007,"0.272000014781952","exons","Universal"
33,97424,0.365812813060881,"0.273000001907349","exons","Universal"
38,97462,0.365955497480494,"0.273999989032745","exons","Universal"
31,97493,0.366071897928072,"0.275000005960464","exons","Universal"
41,97534,0.366225846907127,"0.275999993085861","exons","Universal"
34,97568,0.366353511914149,"0.27700001001358","exons","Universal"
35,97603,0.366484931774318,"0.277999997138977","exons","Universal"
24,97627,0.366575048249863,"0.279000014066696","exons","Universal"
37,97664,0.366713977816328,"0.280000001192093","exons","Universal"
39,97703,0.366860417089088,"0.28099998831749","exons","Universal"
55,97758,0.367066934012211,"0.282000005245209","exons","Universal"
56,97814,0.367277205788482,"0.282999992370605","exons","Universal"
44,97858,0.36744241932698,"0.284000009298325","exons","Universal"
31,97889,0.367558819774559,"0.284999996423721","exons","Universal"
54,97943,0.367761581844534,"0.28600001335144","exons","Universal"
41,97984,0.367915530823589,"0.287000000476837","exons","Universal"
32,98016,0.368035686124316,"0.287999987602234","exons","Universal"
51,98067,0.368227183634848,"0.289000004529953","exons","Universal"
33,98100,0.368351093788722,"0.28999999165535","exons","Universal"
24,98124,0.368441210264267,"0.291000008583069","exons","Universal"
28,98152,0.368546346152402,"0.291999995708466","exons","Universal"
31,98183,0.36866274659998,"0.293000012636185","exons","Universal"
19,98202,0.368734088809787,"0.293999999761581","exons","Universal"
54,98256,0.368936850879762,"0.294999986886978","exons","Universal"
45,98301,0.369105819271408,"0.296000003814697","exons","Universal"
25,98326,0.369199690600101,"0.296999990940094","exons","Universal"
26,98352,0.369297316781941,"0.298000007867813","exons","Universal"
43,98395,0.369458775467292,"0.29899999499321","exons","Universal"
28,98423,0.369563911355427,"0.300000011920929","exons","Universal"
42,98465,0.36972161518763,"0.300999999046326","exons","Universal"
25,98490,0.369815486516322,"0.301999986171722","exons","Universal"
26,98516,0.369913112698162,"0.303000003099442","exons","Universal"
30,98546,0.370025758292593,"0.303999990224838","exons","Universal"
37,98583,0.370164687859058,"0.305000007152557","exons","Universal"
48,98631,0.370344920810147,"0.305999994277954","exons","Universal"
21,98652,0.370423772726249,"0.307000011205673","exons","Universal"
27,98679,0.370525153761236,"0.30799999833107","exons","Universal"
28,98707,0.370630289649372,"0.308999985456467","exons","Universal"
32,98739,0.370750444950098,"0.310000002384186","exons","Universal"
29,98768,0.370859335691381,"0.310999989509583","exons","Universal"
43,98811,0.371020794376732,"0.312000006437302","exons","Universal"
26,98837,0.371118420558572,"0.312999993562698","exons","Universal"
51,98888,0.371309918069104,"0.314000010490417","exons","Universal"
30,98918,0.371422563663535,"0.314999997615814","exons","Universal"
39,98957,0.371569002936295,"0.316000014543533","exons","Universal"
25,98982,0.371662874264988,"0.31700000166893","exons","Universal"
36,99018,0.371798048978304,"0.317999988794327","exons","Universal"
46,99064,0.371970772223098,"0.319000005722046","exons","Universal"
32,99096,0.372090927523825,"0.319999992847443","exons","Universal"
36,99132,0.372226102237142,"0.321000009775162","exons","Universal"
36,99168,0.372361276950458,"0.321999996900558","exons","Universal"
50,99218,0.372549019607843,"0.323000013828278","exons","Universal"
47,99265,0.372725497705785,"0.324000000953674","exons","Universal"
28,99293,0.37283063359392,"0.324999988079071","exons","Universal"
40,99333,0.372980827719828,"0.32600000500679","exons","Universal"
29,99362,0.373089718461111,"0.326999992132187","exons","Universal"
26,99388,0.373187344642951,"0.328000009059906","exons","Universal"
38,99426,0.373330029062563,"0.328999996185303","exons","Universal"
23,99449,0.37341639068496,"0.330000013113022","exons","Universal"
26,99475,0.3735140168668,"0.331000000238419","exons","Universal"
18,99493,0.373581604223459,"0.331999987363815","exons","Universal"
29,99522,0.373690494964742,"0.333000004291534","exons","Universal"
23,99545,0.373776856587139,"0.333999991416931","exons","Universal"
22,99567,0.373859463356388,"0.33500000834465","exons","Universal"
25,99592,0.37395333468508,"0.335999995470047","exons","Universal"
23,99615,0.374039696307477,"0.337000012397766","exons","Universal"
28,99643,0.374144832195613,"0.337999999523163","exons","Universal"
23,99666,0.37423119381801,"0.33899998664856","exons","Universal"
46,99712,0.374403917062804,"0.340000003576279","exons","Universal"
26,99738,0.374501543244644,"0.340999990701675","exons","Universal"
27,99765,0.374602924279631,"0.342000007629395","exons","Universal"
21,99786,0.374681776195733,"0.342999994754791","exons","Universal"
52,99838,0.374877028559413,"0.34400001168251","exons","Universal"
16,99854,0.374937106209776,"0.344999998807907","exons","Universal"
27,99881,0.375038487244764,"0.345999985933304","exons","Universal"
30,99911,0.375151132839195,"0.347000002861023","exons","Universal"
26,99937,0.375248759021035,"0.34799998998642","exons","Universal"
42,99979,0.375406462853238,"0.349000006914139","exons","Universal"
22,100001,0.375489069622487,"0.349999994039536","exons","Universal"
25,100026,0.375582940951179,"0.351000010967255","exons","Universal"
26,100052,0.375680567133019,"0.351999998092651","exons","Universal"
39,100091,0.375827006405779,"0.352999985218048","exons","Universal"
32,100123,0.375947161706506,"0.354000002145767","exons","Universal"
44,100167,0.376112375245004,"0.354999989271164","exons","Universal"
31,100198,0.376228775692583,"0.356000006198883","exons","Universal"
44,100242,0.376393989231081,"0.35699999332428","exons","Universal"
25,100267,0.376487860559774,"0.358000010251999","exons","Universal"
21,100288,0.376566712475875,"0.358999997377396","exons","Universal"
19,100307,0.376638054685681,"0.360000014305115","exons","Universal"
23,100330,0.376724416308078,"0.361000001430511","exons","Universal"
35,100365,0.376855836168247,"0.361999988555908","exons","Universal"
27,100392,0.376957217203235,"0.363000005483627","exons","Universal"
27,100419,0.377058598238223,"0.363999992609024","exons","Universal"
28,100447,0.377163734126358,"0.365000009536743","exons","Universal"
27,100474,0.377265115161346,"0.36599999666214","exons","Universal"
36,100510,0.377400289874663,"0.367000013589859","exons","Universal"
37,100547,0.377539219441128,"0.368000000715256","exons","Universal"
24,100571,0.377629335916672,"0.368999987840652","exons","Universal"
33,100604,0.377753246070546,"0.370000004768372","exons","Universal"
50,100654,0.377940988727931,"0.370999991893768","exons","Universal"
27,100681,0.378042369762919,"0.372000008821487","exons","Universal"
14,100695,0.378094937706986,"0.372999995946884","exons","Universal"
27,100722,0.378196318741974,"0.374000012874603","exons","Universal"
35,100757,0.378327738602143,"0.375","exons","Universal"
23,100780,0.37841410022454,"0.375999987125397","exons","Universal"
40,100820,0.378564294350448,"0.377000004053116","exons","Universal"
28,100848,0.378669430238583,"0.377999991178513","exons","Universal"
18,100866,0.378737017595242,"0.379000008106232","exons","Universal"
32,100898,0.378857172895968,"0.379999995231628","exons","Universal"
35,100933,0.378988592756137,"0.381000012159348","exons","Universal"
26,100959,0.379086218937977,"0.381999999284744","exons","Universal"
27,100986,0.379187599972965,"0.382999986410141","exons","Universal"
25,101011,0.379281471301657,"0.38400000333786","exons","Universal"
38,101049,0.37942415572127,"0.384999990463257","exons","Universal"
21,101070,0.379503007637371,"0.386000007390976","exons","Universal"
32,101102,0.379623162938098,"0.386999994516373","exons","Universal"
12,101114,0.37966822117587,"0.388000011444092","exons","Universal"
23,101137,0.379754582798267,"0.388999998569489","exons","Universal"
12,101149,0.379799641036039,"0.389999985694885","exons","Universal"
22,101171,0.379882247805288,"0.391000002622604","exons","Universal"
23,101194,0.379968609427685,"0.391999989748001","exons","Universal"
40,101234,0.380118803553593,"0.39300000667572","exons","Universal"
15,101249,0.380175126350808,"0.393999993801117","exons","Universal"
16,101265,0.380235204001172,"0.395000010728836","exons","Universal"
34,101299,0.380362869008193,"0.395999997854233","exons","Universal"
30,101329,0.380475514602624,"0.397000014781952","exons","Universal"
17,101346,0.380539347106135,"0.398000001907349","exons","Universal"
23,101369,0.380625708728532,"0.398999989032745","exons","Universal"
34,101403,0.380753373735553,"0.400000005960464","exons","Universal"
41,101444,0.380907322714609,"0.400999993085861","exons","Universal"
24,101468,0.380997439190153,"0.40200001001358","exons","Universal"
18,101486,0.381065026546812,"0.402999997138977","exons","Universal"
20,101506,0.381140123609766,"0.404000014066696","exons","Universal"
18,101524,0.381207710966424,"0.405000001192093","exons","Universal"
32,101556,0.38132786626715,"0.40599998831749","exons","Universal"
26,101582,0.38142549244899,"0.407000005245209","exons","Universal"
18,101600,0.381493079805649,"0.407999992370605","exons","Universal"
21,101621,0.38157193172175,"0.409000009298325","exons","Universal"
33,101654,0.381695841875624,"0.409999996423721","exons","Universal"
20,101674,0.381770938938578,"0.41100001335144","exons","Universal"
21,101695,0.38184979085468,"0.412000000476837","exons","Universal"
23,101718,0.381936152477077,"0.412999987602234","exons","Universal"
28,101746,0.382041288365212,"0.414000004529953","exons","Universal"
22,101768,0.382123895134461,"0.41499999165535","exons","Universal"
39,101807,0.382270334407221,"0.416000008583069","exons","Universal"
28,101835,0.382375470295357,"0.416999995708466","exons","Universal"
30,101865,0.382488115889788,"0.418000012636185","exons","Universal"
27,101892,0.382589496924775,"0.418999999761581","exons","Universal"
25,101917,0.382683368253468,"0.419999986886978","exons","Universal"
17,101934,0.382747200756978,"0.421000003814697","exons","Universal"
30,101964,0.382859846351409,"0.421999990940094","exons","Universal"
20,101984,0.382934943414363,"0.423000007867813","exons","Universal"
54,102038,0.383137705484339,"0.42399999499321","exons","Universal"
32,102070,0.383257860785065,"0.425000011920929","exons","Universal"
18,102088,0.383325448141723,"0.425999999046326","exons","Universal"
30,102118,0.383438093736154,"0.426999986171722","exons","Universal"
22,102140,0.383520700505403,"0.428000003099442","exons","Universal"
38,102178,0.383663384925016,"0.428999990224838","exons","Universal"
31,102209,0.383779785372594,"0.430000007152557","exons","Universal"
30,102239,0.383892430967025,"0.430999994277954","exons","Universal"
14,102253,0.383944998911093,"0.432000011205673","exons","Universal"
17,102270,0.384008831414603,"0.43299999833107","exons","Universal"
44,102314,0.384174044953102,"0.433999985456467","exons","Universal"
27,102341,0.38427542598809,"0.435000002384186","exons","Universal"
42,102383,0.384433129820293,"0.435999989509583","exons","Universal"
33,102416,0.384557039974167,"0.437000006437302","exons","Universal"
28,102444,0.384662175862302,"0.437999993562698","exons","Universal"
19,102463,0.384733518072108,"0.439000010490417","exons","Universal"
23,102486,0.384819879694505,"0.439999997615814","exons","Universal"
30,102516,0.384932525288936,"0.441000014543533","exons","Universal"
30,102546,0.385045170883367,"0.44200000166893","exons","Universal"
30,102576,0.385157816477798,"0.442999988794327","exons","Universal"
33,102609,0.385281726631671,"0.444000005722046","exons","Universal"
27,102636,0.385383107666659,"0.444999992847443","exons","Universal"
35,102671,0.385514527526828,"0.446000009775162","exons","Universal"
36,102707,0.385649702240145,"0.446999996900558","exons","Universal"
13,102720,0.385698515331065,"0.448000013828278","exons","Universal"
22,102742,0.385781122100315,"0.449000000953674","exons","Universal"
30,102772,0.385893767694745,"0.449999988079071","exons","Universal"
16,102788,0.385953845345109,"0.45100000500679","exons","Universal"
19,102807,0.386025187554915,"0.451999992132187","exons","Universal"
37,102844,0.386164117121379,"0.453000009059906","exons","Universal"
13,102857,0.386212930212299,"0.453999996185303","exons","Universal"
24,102881,0.386303046687844,"0.455000013113022","exons","Universal"
29,102910,0.386411937429127,"0.456000000238419","exons","Universal"
31,102941,0.386528337876706,"0.456999987363815","exons","Universal"
17,102958,0.386592170380216,"0.458000004291534","exons","Universal"
