"Freq","Cumul","relative","phastCons","Type","GeneSet"
2,7317,0.282673362951516,"0.370000004768372","exons","Universal"
7,7324,0.282943789839675,"0.370999991893768","exons","Universal"
2,7326,0.283021054664864,"0.372000008821487","exons","Universal"
6,7332,0.283252849140429,"0.372999995946884","exons","Universal"
1,7333,0.283291481553023,"0.374000012874603","exons","Universal"
2,7335,0.283368746378211,"0.375","exons","Universal"
3,7338,0.283484643615994,"0.375999987125397","exons","Universal"
2,7340,0.283561908441182,"0.377000004053116","exons","Universal"
4,7344,0.283716438091559,"0.377999991178513","exons","Universal"
1,7345,0.283755070504153,"0.379000008106232","exons","Universal"
3,7348,0.283870967741935,"0.379999995231628","exons","Universal"
1,7349,0.28390960015453,"0.381000012159348","exons","Universal"
3,7352,0.284025497392312,"0.381999999284744","exons","Universal"
3,7355,0.284141394630095,"0.382999986410141","exons","Universal"
2,7357,0.284218659455283,"0.38400000333786","exons","Universal"
2,7359,0.284295924280471,"0.384999990463257","exons","Universal"
1,7360,0.284334556693066,"0.386000007390976","exons","Universal"
2,7362,0.284411821518254,"0.386999994516373","exons","Universal"
4,7366,0.28456635116863,"0.388000011444092","exons","Universal"
2,7368,0.284643615993819,"0.388999998569489","exons","Universal"
1,7369,0.284682248406413,"0.389999985694885","exons","Universal"
5,7374,0.284875410469384,"0.391000002622604","exons","Universal"
1,7375,0.284914042881978,"0.391999989748001","exons","Universal"
2,7377,0.284991307707166,"0.39300000667572","exons","Universal"
5,7382,0.285184469770137,"0.393999993801117","exons","Universal"
2,7384,0.285261734595326,"0.395000010728836","exons","Universal"
5,7389,0.285454896658296,"0.395999997854233","exons","Universal"
7,7396,0.285725323546455,"0.397000014781952","exons","Universal"
1,7397,0.28576395595905,"0.398000001907349","exons","Universal"
1,7398,0.285802588371644,"0.398999989032745","exons","Universal"
2,7400,0.285879853196832,"0.400000005960464","exons","Universal"
2,7402,0.28595711802202,"0.400999993085861","exons","Universal"
3,7405,0.286073015259803,"0.40200001001358","exons","Universal"
2,7407,0.286150280084991,"0.402999997138977","exons","Universal"
3,7410,0.286266177322774,"0.404000014066696","exons","Universal"
4,7414,0.28642070697315,"0.405000001192093","exons","Universal"
2,7416,0.286497971798339,"0.40599998831749","exons","Universal"
11,7427,0.286922928336875,"0.407000005245209","exons","Universal"
4,7431,0.287077457987251,"0.407999992370605","exons","Universal"
6,7437,0.287309252462816,"0.409000009298325","exons","Universal"
3,7440,0.287425149700599,"0.409999996423721","exons","Universal"
2,7442,0.287502414525787,"0.41100001335144","exons","Universal"
2,7444,0.287579679350975,"0.412000000476837","exons","Universal"
2,7446,0.287656944176164,"0.412999987602234","exons","Universal"
2,7448,0.287734209001352,"0.41499999165535","exons","Universal"
5,7453,0.287927371064323,"0.416000008583069","exons","Universal"
4,7457,0.2880819007147,"0.416999995708466","exons","Universal"
