"","Freq","Cumul","relative","phastCons","Type","GeneSet"
"0.090999998152256",7,6039,0.318395107291612,"0.090999998152256","exons","Universal"
"0.0920000001788139",10,6049,0.318922338798967,"0.0920000001788139","exons","Universal"
"0.0930000022053719",17,6066,0.31981863236147,"0.0930000022053719","exons","Universal"
"0.0939999967813492",8,6074,0.320240417567354,"0.0939999967813492","exons","Universal"
"0.0949999988079071",26,6100,0.321611219486477,"0.0949999988079071","exons","Universal"
"0.096000000834465",3,6103,0.321769388938683,"0.096000000834465","exons","Universal"
"0.0970000028610229",8,6111,0.322191174144567,"0.0970000028610229","exons","Universal"
"0.0979999974370003",8,6119,0.322612959350451,"0.0979999974370003","exons","Universal"
"0.0989999994635582",8,6127,0.323034744556335,"0.0989999994635582","exons","Universal"
"0.100000001490116",12,6139,0.323667422365161,"0.100000001490116","exons","Universal"
"0.101000003516674",6,6145,0.323983761269573,"0.101000003516674","exons","Universal"
"0.101999998092651",6,6151,0.324300100173986,"0.101999998092651","exons","Universal"
"0.103000000119209",9,6160,0.324774608530606,"0.103000000119209","exons","Universal"
"0.104000002145767",8,6168,0.32519639373649,"0.104000002145767","exons","Universal"
"0.104999996721745",9,6177,0.325670902093109,"0.104999996721745","exons","Universal"
"0.105999998748302",8,6185,0.326092687298993,"0.105999998748302","exons","Universal"
"0.10700000077486",15,6200,0.326883534560025,"0.10700000077486","exons","Universal"
"0.108000002801418",8,6208,0.327305319765909,"0.108000002801418","exons","Universal"
"0.108999997377396",14,6222,0.328043443876206,"0.108999997377396","exons","Universal"
"0.109999999403954",19,6241,0.32904518374018,"0.109999999403954","exons","Universal"
"0.111000001430511",11,6252,0.329625138398271,"0.111000001430511","exons","Universal"
"0.112000003457069",17,6269,0.330521431960774,"0.112000003457069","exons","Universal"
"0.112999998033047",10,6279,0.331048663468129,"0.112999998033047","exons","Universal"
"0.114000000059605",7,6286,0.331417725523277,"0.114000000059605","exons","Universal"
"0.115000002086163",9,6295,0.331892233879897,"0.115000002086163","exons","Universal"
"0.11599999666214",6,6301,0.33220857278431,"0.11599999666214","exons","Universal"
"0.116999998688698",4,6305,0.332419465387252,"0.116999998688698","exons","Universal"
"0.118000000715256",14,6319,0.333157589497548,"0.118000000715256","exons","Universal"
"0.119000002741814",12,6331,0.333790267306374,"0.119000002741814","exons","Universal"
"0.119999997317791",6,6337,0.334106606210787,"0.119999997317791","exons","Universal"
"0.120999999344349",11,6348,0.334686560868878,"0.120999999344349","exons","Universal"
"0.122000001370907",8,6356,0.335108346074761,"0.122000001370907","exons","Universal"
"0.123000003397465",7,6363,0.33547740812991,"0.123000003397465","exons","Universal"
"0.123999997973442",10,6373,0.336004639637265,"0.123999997973442","exons","Universal"
"0.125",12,6385,0.336637317446091,"0.125","exons","Universal"
"0.126000002026558",13,6398,0.337322718405652,"0.126000002026558","exons","Universal"
"0.127000004053116",7,6405,0.3376917804608,"0.127000004053116","exons","Universal"
"0.128000006079674",11,6416,0.338271735118891,"0.128000006079674","exons","Universal"
"0.12899999320507",15,6431,0.339062582379923,"0.12899999320507","exons","Universal"
"0.129999995231628",10,6441,0.339589813887278,"0.129999995231628","exons","Universal"
"0.130999997258186",6,6447,0.339906152791691,"0.130999997258186","exons","Universal"
"0.131999999284744",7,6454,0.340275214846839,"0.131999999284744","exons","Universal"
"0.133000001311302",12,6466,0.340907892655665,"0.133000001311302","exons","Universal"
"0.13400000333786",8,6474,0.341329677861549,"0.13400000333786","exons","Universal"
"0.135000005364418",9,6483,0.341804186218168,"0.135000005364418","exons","Universal"
"0.136000007390976",10,6493,0.342331417725523,"0.136000007390976","exons","Universal"
"0.136999994516373",5,6498,0.342595033479201,"0.136999994516373","exons","Universal"
"0.137999996542931",15,6513,0.343385880740233,"0.137999996542931","exons","Universal"
"0.138999998569489",5,6518,0.34364949649391,"0.138999998569489","exons","Universal"
"0.140000000596046",7,6525,0.344018558549059,"0.140000000596046","exons","Universal"
"0.141000002622604",9,6534,0.344493066905678,"0.141000002622604","exons","Universal"
"0.142000004649162",11,6545,0.345073021563769,"0.142000004649162","exons","Universal"
"0.14300000667572",8,6553,0.345494806769653,"0.14300000667572","exons","Universal"
"0.143999993801117",3,6556,0.345652976221859,"0.143999993801117","exons","Universal"
"0.144999995827675",5,6561,0.345916591975536,"0.144999995827675","exons","Universal"
"0.145999997854233",14,6575,0.346654716085833,"0.145999997854233","exons","Universal"
"0.146999999880791",15,6590,0.347445563346866,"0.146999999880791","exons","Universal"
"0.148000001907349",2,6592,0.347551009648337,"0.148000001907349","exons","Universal"
"0.149000003933907",11,6603,0.348130964306427,"0.149000003933907","exons","Universal"
"0.150000005960464",2,6605,0.348236410607898,"0.150000005960464","exons","Universal"
"0.150999993085861",9,6614,0.348710918964517,"0.150999993085861","exons","Universal"
"0.151999995112419",13,6627,0.349396319924079,"0.151999995112419","exons","Universal"
"0.152999997138977",11,6638,0.349976274582169,"0.152999997138977","exons","Universal"
"0.153999999165535",16,6654,0.350819844993937,"0.153999999165535","exons","Universal"
"0.155000001192093",6,6660,0.35113618389835,"0.155000001192093","exons","Universal"
"0.156000003218651",6,6666,0.351452522802763,"0.156000003218651","exons","Universal"
"0.157000005245209",6,6672,0.351768861707176,"0.157000005245209","exons","Universal"
"0.158000007271767",4,6676,0.351979754310118,"0.158000007271767","exons","Universal"
"0.158999994397163",10,6686,0.352506985817472,"0.158999994397163","exons","Universal"
"0.159999996423721",11,6697,0.353086940475563,"0.159999996423721","exons","Universal"
"0.160999998450279",5,6702,0.35335055622924,"0.160999998450279","exons","Universal"
"0.162000000476837",3,6705,0.353508725681447,"0.162000000476837","exons","Universal"
"0.163000002503395",5,6710,0.353772341435124,"0.163000002503395","exons","Universal"
"0.164000004529953",14,6724,0.354510465545421,"0.164000004529953","exons","Universal"
"0.165000006556511",6,6730,0.354826804449834,"0.165000006556511","exons","Universal"
"0.165999993681908",14,6744,0.355564928560131,"0.165999993681908","exons","Universal"
"0.166999995708466",10,6754,0.356092160067486,"0.166999995708466","exons","Universal"
"0.167999997735023",1,6755,0.356144883218221,"0.167999997735023","exons","Universal"
"0.168999999761581",6,6761,0.356461222122634,"0.168999999761581","exons","Universal"
"0.170000001788139",5,6766,0.356724837876311,"0.170000001788139","exons","Universal"
"0.171000003814697",3,6769,0.356883007328518,"0.171000003814697","exons","Universal"
"0.172000005841255",4,6773,0.35709389993146,"0.172000005841255","exons","Universal"
"0.172999992966652",5,6778,0.357357515685137,"0.172999992966652","exons","Universal"
"0.17399999499321",7,6785,0.357726577740286,"0.17399999499321","exons","Universal"
"0.174999997019768",3,6788,0.357884747192492,"0.174999997019768","exons","Universal"
"0.175999999046326",8,6796,0.358306532398376,"0.175999999046326","exons","Universal"
"0.177000001072884",6,6802,0.358622871302789,"0.177000001072884","exons","Universal"
"0.178000003099442",7,6809,0.358991933357937,"0.178000003099442","exons","Universal"
"0.179000005125999",10,6819,0.359519164865292,"0.179000005125999","exons","Universal"
"0.180000007152557",15,6834,0.360310012126325,"0.180000007152557","exons","Universal"
"0.180999994277954",4,6838,0.360520904729267,"0.180999994277954","exons","Universal"
"0.181999996304512",2,6840,0.360626351030738,"0.181999996304512","exons","Universal"
"0.18299999833107",3,6843,0.360784520482944,"0.18299999833107","exons","Universal"
"0.185000002384186",8,6851,0.361206305688828,"0.185000002384186","exons","Universal"
"0.186000004410744",3,6854,0.361364475141034,"0.186000004410744","exons","Universal"
"0.187000006437302",4,6858,0.361575367743976,"0.187000006437302","exons","Universal"
"0.187999993562698",7,6865,0.361944429799125,"0.187999993562698","exons","Universal"
"0.188999995589256",8,6873,0.362366215005009,"0.188999995589256","exons","Universal"
"0.189999997615814",2,6875,0.36247166130648,"0.189999997615814","exons","Universal"
"0.190999999642372",6,6881,0.362788000210893,"0.190999999642372","exons","Universal"
"0.19200000166893",8,6889,0.363209785416777,"0.19200000166893","exons","Universal"
"0.193000003695488",12,6901,0.363842463225602,"0.193000003695488","exons","Universal"
"0.194000005722046",6,6907,0.364158802130015,"0.194000005722046","exons","Universal"
"0.194999992847443",5,6912,0.364422417883693,"0.194999992847443","exons","Universal"
"0.195999994874001",6,6918,0.364738756788106,"0.195999994874001","exons","Universal"
"0.196999996900558",3,6921,0.364896926240312,"0.196999996900558","exons","Universal"
"0.197999998927116",7,6928,0.365265988295461,"0.197999998927116","exons","Universal"
"0.199000000953674",1,6929,0.365318711446196,"0.199000000953674","exons","Universal"
"0.200000002980232",1,6930,0.365371434596931,"0.200000002980232","exons","Universal"
"0.20100000500679",3,6933,0.365529604049138,"0.20100000500679","exons","Universal"
"0.202000007033348",5,6938,0.365793219802815,"0.202000007033348","exons","Universal"
"0.202999994158745",9,6947,0.366267728159435,"0.202999994158745","exons","Universal"
"0.203999996185303",3,6950,0.366425897611641,"0.203999996185303","exons","Universal"
"0.204999998211861",4,6954,0.366636790214583,"0.204999998211861","exons","Universal"
"0.206000000238419",3,6957,0.36679495966679,"0.206000000238419","exons","Universal"
"0.207000002264977",8,6965,0.367216744872674,"0.207000002264977","exons","Universal"
"0.208000004291534",4,6969,0.367427637475616,"0.208000004291534","exons","Universal"
"0.209000006318092",4,6973,0.367638530078558,"0.209000006318092","exons","Universal"
"0.209999993443489",14,6987,0.368376654188854,"0.209999993443489","exons","Universal"
"0.210999995470047",8,6995,0.368798439394738,"0.210999995470047","exons","Universal"
"0.211999997496605",9,7004,0.369272947751358,"0.211999997496605","exons","Universal"
"0.212999999523163",1,7005,0.369325670902093,"0.212999999523163","exons","Universal"
"0.214000001549721",9,7014,0.369800179258713,"0.214000001549721","exons","Universal"
"0.215000003576279",6,7020,0.370116518163125,"0.215000003576279","exons","Universal"
"0.216000005602837",8,7028,0.370538303369009,"0.216000005602837","exons","Universal"
"0.216999992728233",8,7036,0.370960088574893,"0.216999992728233","exons","Universal"
"0.217999994754791",5,7041,0.371223704328571,"0.217999994754791","exons","Universal"
"0.218999996781349",3,7044,0.371381873780777,"0.218999996781349","exons","Universal"
"0.219999998807907",4,7048,0.371592766383719,"0.219999998807907","exons","Universal"
"0.221000000834465",4,7052,0.371803658986661,"0.221000000834465","exons","Universal"
"0.222000002861023",5,7057,0.372067274740338,"0.222000002861023","exons","Universal"
"0.223000004887581",6,7063,0.372383613644751,"0.223000004887581","exons","Universal"
"0.224000006914139",6,7069,0.372699952549164,"0.224000006914139","exons","Universal"
"0.224999994039536",2,7071,0.372805398850635,"0.224999994039536","exons","Universal"
"0.225999996066093",2,7073,0.372910845152106,"0.225999996066093","exons","Universal"
"0.226999998092651",8,7081,0.37333263035799,"0.226999998092651","exons","Universal"
"0.228000000119209",10,7091,0.373859861865345,"0.228000000119209","exons","Universal"
"0.229000002145767",3,7094,0.374018031317552,"0.229000002145767","exons","Universal"
"0.230000004172325",4,7098,0.374228923920494,"0.230000004172325","exons","Universal"
"0.231000006198883",11,7109,0.374808878578584,"0.231000006198883","exons","Universal"
"0.23199999332428",6,7115,0.375125217482997,"0.23199999332428","exons","Universal"
"0.232999995350838",4,7119,0.375336110085939,"0.232999995350838","exons","Universal"
"0.233999997377396",7,7126,0.375705172141087,"0.233999997377396","exons","Universal"
"0.234999999403954",4,7130,0.375916064744029,"0.234999999403954","exons","Universal"
"0.236000001430511",5,7135,0.376179680497707,"0.236000001430511","exons","Universal"
"0.237000003457069",5,7140,0.376443296251384,"0.237000003457069","exons","Universal"
"0.238000005483627",12,7152,0.37707597406021,"0.238000005483627","exons","Universal"
"0.238999992609024",7,7159,0.377445036115358,"0.238999992609024","exons","Universal"
"0.239999994635582",3,7162,0.377603205567565,"0.239999994635582","exons","Universal"
"0.24099999666214",13,7175,0.378288606527126,"0.24099999666214","exons","Universal"
"0.241999998688698",1,7176,0.378341329677862,"0.241999998688698","exons","Universal"
"0.243000000715256",6,7182,0.378657668582274,"0.243000000715256","exons","Universal"
"0.244000002741814",7,7189,0.379026730637423,"0.244000002741814","exons","Universal"
"0.245000004768372",9,7198,0.379501238994042,"0.245000004768372","exons","Universal"
"0.24600000679493",3,7201,0.379659408446249,"0.24600000679493","exons","Universal"
"0.246999993920326",3,7204,0.379817577898455,"0.246999993920326","exons","Universal"
"0.247999995946884",3,7207,0.379975747350662,"0.247999995946884","exons","Universal"
"0.248999997973442",4,7211,0.380186639953604,"0.248999997973442","exons","Universal"
"0.25",4,7215,0.380397532556546,"0.25","exons","Universal"
"0.250999987125397",2,7217,0.380502978858017,"0.250999987125397","exons","Universal"
"0.252000004053116",3,7220,0.380661148310223,"0.252000004053116","exons","Universal"
"0.252999991178513",7,7227,0.381030210365371,"0.252999991178513","exons","Universal"
"0.254000008106232",3,7230,0.381188379817578,"0.254000008106232","exons","Universal"
"0.254999995231628",3,7233,0.381346549269784,"0.254999995231628","exons","Universal"
"0.256000012159348",2,7235,0.381451995571255,"0.256000012159348","exons","Universal"
"0.256999999284744",1,7236,0.381504718721991,"0.256999999284744","exons","Universal"
"0.257999986410141",5,7241,0.381768334475668,"0.257999986410141","exons","Universal"
"0.25900000333786",1,7242,0.381821057626404,"0.25900000333786","exons","Universal"
"0.259999990463257",6,7248,0.382137396530817,"0.259999990463257","exons","Universal"
"0.261000007390976",5,7253,0.382401012284494,"0.261000007390976","exons","Universal"
"0.261999994516373",4,7257,0.382611904887436,"0.261999994516373","exons","Universal"
"0.263000011444092",2,7259,0.382717351188907,"0.263000011444092","exons","Universal"
"0.263999998569489",2,7261,0.382822797490378,"0.263999998569489","exons","Universal"
"0.264999985694885",5,7266,0.383086413244055,"0.264999985694885","exons","Universal"
"0.266000002622604",4,7270,0.383297305846997,"0.266000002622604","exons","Universal"
"0.266999989748001",3,7273,0.383455475299204,"0.266999989748001","exons","Universal"
"0.26800000667572",5,7278,0.383719091052881,"0.26800000667572","exons","Universal"
"0.268999993801117",4,7282,0.383929983655823,"0.268999993801117","exons","Universal"
